text,label
Friday,opening_hours
Saturday,opening_hours
Sunday,opening_hours
Mo,opening_hours
Tu,opening_hours
We,opening_hours
Th,opening_hours
Fr,opening_hours
Sa,opening_hours
Su,opening_hours
Mon,opening_hours
Tus,opening_hours
Wed,opening_hours
Thr,opening_hours
Fri,opening_hours
Sat,opening_hours
Sun,opening_hours
days,opening_hours
hours,opening_hours
opening_hours,opening_hours
StoreBusinessHours,opening_hours
montag,opening_hours
dienstag,opening_hours
mittwoch,opening_hours
donnerstag,opening_hours
freitag,opening_hours
samstag,opening_hours
sonntag,opening_hours
gesloten,opening_hours
openingtimes,opening_hours
openTimeFormat,opening_hours
work,opening_hours
work_time,opening_hours
work_hours,opening_hours
working_hours,opening_hours
workingHours,opening_hours
Work_hour,opening_hours
Working_time,opening_hours
Hours_of_work,opening_hours
Workday_hours,opening_hours
Work_schedule,opening_hours
Working_hours,opening_hours
Business_hours,opening_hours
Operational_hours,opening_hours
Work_period,opening_hours
Business_time,opening_hours
Business_work,opening_hours
Time_of_operation,opening_hours
Time_of_work,opening_hours
closeTimeFormat,opening_hours
startDay,opening_hours
maandag,opening_hours
dinsdag,opening_hours
woensdag,opening_hours
donderdag,opening_hours
vrijdag,opening_hours
zaterdag,opening_hours
zondag,opening_hours
gesloten,opening_hours
openingtimes,opening_hours
time,opening_hours
work_time,opening_hours
open_time,opening_hours
weekdays,opening_hours
start,opening_hours
end,opening_hours
minute,opening_hours
hour,opening_hours
holidays,opening_hours
PH,opening_hours
storeHours,opening_hours
open_hours,opening_hours
sundayOpening,opening_hours
sundayClosing,opening_hours
mondayOpening,opening_hours
mondayClosing,opening_hours
tuesdayOpening,opening_hours
tuesdayOpening,opening_hours
open,opening_hours
close,opening_hours
wednesdayOpening,opening_hours
wednesdayOpening,opening_hours
thursdayOpening,opening_hours
thursdayOpening,opening_hours
fridayOpening,opening_hours
fridayClosing,opening_hours
saturdayOpening,opening_hours
saturdayClosing,opening_hours
hours1,opening_hours
HoursDescription,opening_hours
horarioAberturaDomingo,opening_hours
horarioFechamentoDomingo,opening_hours
horarioAberturaSabado,opening_hours
horarioFechamentoSabado,opening_hours
horarioAberturaSegsex,opening_hours
horarioFechamentoSegsex,opening_hours
horarioAberturaSegsex,opening_hours
mon_hours,opening_hours
tue_hours,opening_hours
wed_hours,opening_hours
thu_hours,opening_hours
fri_hours,opening_hours
sat_hours,opening_hours
sun_hours,opening_hours
Lundi,opening_hours
Mardi,opening_hours
Mercredi,opening_hours
Jeudi,opening_hours
Vendredi,opening_hours
Samedi,opening_hours
Dimanche,opening_hours
Lu,opening_hours
Ma,opening_hours
Me,opening_hours
Je,opening_hours
Ve,opening_hours
Sa,opening_hours
Di,opening_hours
Phone,phone
contacts,phone
Phone,phone
Telefon,phone
phone,phone
phoneNumber,phone
TELEFONO,phone
telefone,phone
number,phone
telephone,phone
Front_Phone,phone
contact,phone
bk-phone,phone
Mob,phone
mob,phone
Mobi,phone
mobile,phone
Whatsapp,phone
shopPhone,phone
telefoneDois,phone
whatsapp,phone
telefoneUm,phone
tel,phone
lat,lat
latitude,lat
Latitude,lat
GEO.Y,lat
LATITUDE,lat
LATITUDE,lat
Lat,lat
formdata[lat],lat
lon,lon
longitude,lon
Longitude,lon
coordinates,location
features,location
feature,location
FeatureCollection,location
place,location
places,location
stores,location
store,location
shops,location
shop,location
point,location
marker,location
markers,location
mapMarker,location
map_point,location
response,location
map,location
data_coordinates,location
GEO.X,lon
x,lon
y,lat
LONGITUDE,lon
LONGITUDE,lon
Lng,lon
formdata[lng],lon
location,location
LocationInfo,location
geom,location
geometry,location
coord,location
geo,location
clock,opening_hours
custom_fields,unknown
filters,unknown
priority,unknown
image_url,unknown
description,unknown
name,placename
bankingname,placename
